Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,28/3/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cyprus,CYP,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.780627921,2.754714694,,,3.609559144,3.517614454,2.568455453,2.52811396,2.49040326,2.435630569,2.316035976,2.111204013,2.021305764,2.155117522,2.04388555,1.985009944,1.910676326,1.867927938,1.835188154,2.112431035,2.093059906,2.072813466,2.05613656,2.023048472,2.052274242,2.556033944,2.556094288,2.502095505,2.460285608,1.991168402,2.401063506,2.424865081,2.448666655
Czech Republic,CZE,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10218175,1.749650653,1.780847374,1.462771592,1.299487446,1.245191482,1.143209642,1.223380837,1.150787356,1.070616293,1.22072312,0.526419124,0.541612264,0.50086264,0.520381212,0.518054089,0.504994962,0.544330251,0.512181005,0.509121458,0.454474823,0.467916759,0.471797615,0.433285274,0.427028847,0.410036862,0.461129801,0.502298294,0.461722002,0.463813451,0.4659049
Germany,DEU,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.148123567,1.115991033,1.00551863,0.91337872,0.924313372,0.968568647,0.873208426,0.837563048,0.826972908,0.554610705,0.770437619,0.738953697,0.707062177,0.709293792,0.691076641,0.590025461,0.582878016,0.582095922,0.599030983,0.599449312,0.4696948,0.445481094,0.430080903,0.420647132,0.415605686,0.41108884,0.410780449,0.41288231,0.414099699,0.420678147,0.414950972,0.414910777,0.414870582
Djibouti,DJI,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.258168926,6.069434329,6.19597881,6.079489323,9.46749119,9.234625448,8.835842666,8.39116131,8.04972944,7.786429366,7.520277892,7.112622302,6.98692933,6.195472799,7.246013299,,6.488590894,6.914415493,6.771100212,6.656762911,6.522253728,6.388720332,6.255132106,6.123481542,5.996342,5.929989905,5.760572867,5.839473102,5.533162798,5.51890437,5.410188552,5.309095454,5.208002357
Dominica,DMA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.033177037,0.957502942,0.931387446,1.008946836,1.184999128,1.163722696,1.157918632,1.133319305,0.943635927,0.764091887,0.753121495,0.791236308,0.794925308,0.725232532,0.725851441,1.028201159,1.025727643,1.027851345,0.643037853,0.64488791,0.569769979,0.598941267,0.603425774,0.600343173,0.573330331,0.547679218,0.505652521,0.484914316,0.494706965,0.495335263,0.45241806,0.433309655,0.414201249
Dominican Republic,DOM,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.827945119,0.840157705,0.81636076,0.795842807,1.389673634,1.352110902,1.3138253,1.279115668,1.246558945,1.216722636,1.216540141,1.185789855,1.181583687,1.138882318,1.149307714,1.808666965,1.775832073,1.064491697,1.070439238,1.027449818,0.983660282,1.460576875,1.439984741,1.642701262,1.551532272,1.516285504,1.494049894,1.440693999,1.394512495,1.477513083,1.376013273,1.344399145,1.312785016
Algeria,DZA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.899495578,1.833805951,1.762267585,1.695993901,2.120772044,2.06942059,3.281908268,3.163821174,3.484500352,3.418986488,3.33705636,3.397840282,3.2304281,3.262483076,3.217014558,3.314297951,3.26028187,3.210678987,3.167224627,2.928308509,2.865959128,2.808612701,2.689571551,2.812222529,2.708967785,2.661362735,2.626524316,2.59293547,2.556034196,2.743801492,2.58889871,2.568200226,2.547501742
East Asia & Pacific (excluding high income),EAP,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78345467,0.74570182,0.708844219,0.664503798,0.876642986,0.858407819,0.791705786,0.800409181,0.786176662,0.78536653,0.754970663,0.751828004,0.747932037,0.71740974,0.72960409,0.711398625,0.636945214,0.633882021,0.64658664,0.646858386,0.653714273,0.652497938,0.650797794,0.647389939,0.631256978,0.624744773,0.623689743,0.621413367,0.605161394,0.609057269,0.598884697,0.592794676,0.586704655
Early-demographic dividend,EAR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95335823,0.906657549,0.884869191,0.855415483,1.195356402,1.20602676,1.19954053,1.162109423,1.13623132,1.123708451,1.04795333,1.046606767,1.026106951,1.013879121,1.060353369,1.047682672,0.990335615,0.971129473,0.964261952,0.934020505,0.908544121,0.901585019,0.885887927,0.880085086,0.863208892,0.868056189,0.855263799,0.849667196,0.839700644,0.84851604,0.834912174,0.829193866,0.823475558
East Asia & Pacific,EAS,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.823231802,0.786690979,0.752443954,0.709721257,0.890972488,0.875702006,0.825784886,0.834153795,0.820491138,0.817633379,0.788570834,0.785769444,0.783197153,0.756010728,0.766878353,0.747356788,0.678363031,0.675077582,0.683788855,0.683675647,0.689300067,0.687702617,0.68562554,0.679437189,0.664460694,0.658123342,0.650777347,0.64392954,0.628873887,0.629427911,0.617090666,0.608683692,0.600276719
Europe & Central Asia (excluding high income),ECA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.354533109,1.922509934,1.943617792,2.446691621,2.384545769,2.531274752,2.462074434,2.243139012,2.158774498,2.087218811,2.007250298,1.962685838,1.898714611,1.897734136,1.78172919,1.778522828,1.760009243,1.754360992,1.701941396,1.604722111,1.595345015,1.473229029,1.534926358,1.612274095,1.594812227,1.593455433,1.589207239,1.596322335,1.627616459,1.627025134,1.635616627,1.64420812
Europe & Central Asia,ECS,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.870327527,1.660345594,1.657985012,1.983661624,1.925506007,1.936098305,1.87939199,1.757501044,1.657645089,1.583039254,1.5385293,1.489267407,1.414672832,1.445261997,1.325942607,1.307345074,1.293926172,1.255514654,1.240122089,1.180616105,1.178407867,1.118371079,1.138457572,1.165341148,1.155060189,1.140177943,1.13612695,1.133218395,1.151942662,1.139657341,1.138131502,1.136605664
Ecuador,ECU,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.269227905,1.330111508,1.298369385,1.263870424,1.243096914,1.215374787,1.172947021,1.109823593,1.109221913,1.117749062,1.118622426,1.081719572,1.045873078,0.764894279,0.76848793,0.89811496,0.908092488,0.890036046,0.913371054,0.911966752,0.905018963,0.868914258,0.860179395,0.578389522,0.539831053,0.512456014,0.500552133,0.501394667,0.500753157,0.540591678,0.495908222,0.488672126,0.481436031
Egypt,EGY,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68376941,2.526075323,2.420654209,2.336950425,3.284581528,3.5619586,3.546916658,3.490080908,3.27931735,3.26631239,3.69372285,3.754302513,3.600214961,3.506652643,3.349558359,3.470382728,3.320339661,3.269772505,3.17244882,2.907107225,2.874938028,2.827973987,2.768233181,2.725425825,2.73569395,2.701465378,2.747411107,2.794327465,2.813969298,2.798506869,2.826493687,2.843231398,2.859969109
Euro area,EMU,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.728779309,1.656777281,1.560392714,1.550434173,1.749887852,1.699061896,1.59660844,1.54252967,1.466544675,1.330765495,1.314288999,1.305064648,1.226579905,1.186798066,1.183640537,1.124409249,1.10212187,1.088645586,0.993969286,1.015260433,0.972521612,0.948205703,0.934677639,0.91693461,0.90615598,0.899879033,0.875111336,0.874623773,0.867975828,0.87688938,0.856545527,0.848625839,0.840706151
Eritrea,ERI,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.231179007,6.012985863,5.57977969,5.266978344,4.416761803,4.517742932,19.10312728,18.94649888,15.87465762,15.36053093,17.22228427,16.40126804,16.19051588,,15.75891666,15.24680195,14.75257357,14.39425343,14.02051338,13.74319737,13.48496201,13.37103069,13.29086405,13.21282971,13.07632951,12.8076047,12.54261851,12.36476043,12.24935868,12.07362557,11.89789247
Spain,ESP,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57527772,1.25004664,1.269275725,1.297632162,1.702479393,1.679080642,1.59376339,1.549323591,1.479457424,1.325506668,1.184385747,1.324872434,1.135259016,1.077411898,1.037848593,1.014618505,0.986301691,0.963271162,0.95197712,0.950583142,0.915579029,0.914730836,0.916979713,0.866126957,0.867985617,0.86149974,0.855974028,0.856295664,0.86001817,0.871349533,0.861968352,0.861772951,0.861577549
Estonia,EST,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.387059317,0.674455276,0.549535093,0.780624613,0.795981307,0.922632167,1.063262638,1.141166843,1.129995584,1.098170418,1.238876874,1.206351665,0.892325996,1.196669668,1.013460199,1.016552377,1.00793388,0.792708824,0.84359586,0.836852967,0.84159807,0.845993815,0.85272226,0.93487978,0.926124228,0.857022874,0.952033159,0.995297928,0.994347843,1.01200715,1.03242222,1.052837291
Ethiopia,ETH,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.577948547,0.556785226,0.539774838,0.523311226,0.504605598,0.48684834,0.470463184,0.455134923,1.194027705,1.249966047,0.864629438,0.83369317,0.516705545,0.558064598,0.540874603,,0.382246956,0.369818323,0.357584535,0.345341724,0.333161691,0.321291588,0.310041001,0.299461997,0.289377457,0.279586717,0.270180877,0.261435947,0.253237104,0.247414483,0.236302938,0.227496723,0.218690508
European Union,EUU,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.731434311,1.635558305,1.557245918,1.553191695,1.830916084,1.782468874,1.68855814,1.639178261,1.555764692,1.435775238,1.348375026,1.322554946,1.256048388,1.17739605,1.17515487,1.10736103,1.081039538,1.070671304,0.980070474,0.99359845,0.949814341,0.953530689,0.941216889,0.933235951,0.924336837,0.913510283,0.886463792,0.883995963,0.876143184,0.888921267,0.863965943,0.854721454,0.845476966
Fragile and conflict affected situations,FCS,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37212493,1.293051716,1.281460848,1.191752839,1.698965565,1.688141391,1.634463904,1.617149256,1.666262585,1.639032473,1.434097798,1.452353252,1.416162005,1.133825627,1.155743266,,1.163317886,1.239833757,1.301098399,1.33845021,1.305038324,1.279477444,0.988163739,1.04185191,1.056541052,1.018770979,1.003163963,1.017292982,1.011604195,0.94856167,0.96093776,0.947679816,0.934421872
Finland,FIN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.246108345,1.304106077,1.234503988,1.40479541,1.396944942,1.462956717,1.370900797,1.389932218,1.367395906,1.358817155,1.35806547,1.33302064,1.148658988,1.186675548,1.177535957,1.202944658,1.19085099,1.178235342,0.93163336,0.932538016,0.92820105,0.925660913,0.930631128,0.929272339,0.922283025,0.898016164,0.920382835,0.916426287,0.978666874,0.799688558,0.872451794,0.86325274,0.854053686
Fiji,FJI,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.743235375,1.736937363,1.723698091,1.36991462,1.324291928,1.208215868,1.188342361,1.133812558,1.11304746,1.094071383,1.077082154,1.061664508,1.047280213,0.886027349,1.193609415,1.15418131,1.117961732,1.086366105,0.92644552,0.904271261,0.883503723,0.897811136,0.914002784,0.931968931,0.939140981,0.946805748,1.080549568,1.089221826,1.074757441,1.104835034,1.157075262,1.190369809,1.223664356
France,FRA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.087372402,1.992591605,1.920163401,1.91141296,1.887696274,1.823868232,1.755948996,1.669191802,1.502290665,1.411763836,1.3513514,1.290337215,1.259229604,1.243997279,1.243623916,1.218466416,1.204777664,1.196087581,1.147916115,1.144295002,1.110889769,1.079024958,1.046434513,1.027249322,1.003703267,1.001190406,1.004991238,0.993114471,0.991769197,1.000685766,0.987295561,0.983308605,0.97932165
Faroe Islands,FRO,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.415603845,2.327406206,2.264939704,1.888960599,2.909576488,2.82867743,2.749606372,2.672435376,2.596827497,1.778981467,1.727333899,1.676244612,1.625625684,1.410626248,1.593001716,,1.491170143,1.440424061,1.330788284,1.283527363,1.238170391,1.19417031,1.151948943,1.113213848,1.07903531,1.046634601,1.063991488,0.992713189,1.011959921,1.051355723,0.997893931,0.984549411,0.97120489
United Kingdom,GBR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.034938243,1.011011956,0.94182477,0.893465378,0.809746343,0.764147737,0.74937781,0.747851608,0.745580452,0.720050841,0.716078524,0.705112005,0.706427456,0.67564029,0.704243453,0.577942766,0.507495808,0.501131116,0.556241928,0.539828113,0.510036496,0.516041854,0.481376506,0.464127254,0.453232396,0.442696822,0.433651814,0.431347168,0.429445146,0.44177118,0.424325629,0.419825901,0.415326174
Georgia,GEO,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.008902149,0.283883987,0.592431852,0.666194705,1.815421636,1.863198456,1.56881802,1.666695776,1.388411876,1.45178724,1.426570461,1.093750854,1.15435828,1.702053915,1.671104377,1.664952942,1.616450374,1.605081095,1.599518216,1.579936226,1.595399725,1.586160638,1.2611012,1.273094073,1.318741292,1.353432733,1.400714149,1.392792726,1.337928233,1.330051834,1.322175435
Ghana,GHA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13723397,0.104039528,0.101222991,0.098472384,0.175111079,0.192847332,0.10330864,0.100170277,0.097224271,0.0944621,0.080206456,0.077770951,0.075501826,0.073397143,0.071435081,,0.135660571,0.132354402,0.143158039,0.140127346,0.137342262,0.134640779,0.131991954,0.129382477,0.126798784,0.123593683,0.124346655,0.117516689,0.118408048,0.11652702,0.113592646,0.111398901,0.109205157
Gibraltar,GIB,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628998333,0.609623517,0.591867971,0.460082654,0.720463516,0.700285194,0.689240914,0.679825218,0.666063873,0.655591362,0.583472287,0.642980337,0.404022753,0.356817319,0.417497916,,0.593920938,0.583778516,0.582884341,0.573035786,0.358919425,0.352779515,0.346944365,0.341183229,0.335324104,0.329554442,0.342530271,0.329170237,0.331346191,0.324670378,0.32512861,0.323061517,0.320994425
"Gambia, The",GMB,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.591624957,0.283836102,0.273695158,0.265234401,0.205929217,0.199789721,0.193758083,0.187854723,0.182046982,0.176359845,0.170809874,0.165411264,0.160369491,0.155625068,0.150929727,,0.176961709,0.171233463,0.13253547,0.128254457,0.124089878,0.12000318,0.115792841,0.111740895,0.107867447,0.104139954,0.125687827,0.485364442,0.470504098,0.459831954,0.573701083,0.650514332,0.727327581
Guinea-Bissau,GNB,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.948030755,3.502247806,3.378814221,2.07936027,2.656625393,2.615879231,2.540517826,2.484442021,2.443478147,2.387204583,2.831363489,2.763721388,3.390745176,2.098635887,2.050370775,2.002002002,1.953442943,1.269752589,1.331510702,1.296198914,1.258644645,1.22315924,1.188353035,1.154622787,0.774011309,0.751767922,0.656293941,0.70905261,0.619104002,0.606687516,0.467886335,0.39658863,0.325290926
Equatorial Guinea,GNQ,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.617882763,0.598261452,0.578981803,0.560089166,0.866246176,0.836710681,0.817665615,0.778596385,0.749046137,0.716556944,0.681616795,0.929822646,0.497758174,0.362254527,0.342706352,,0.308321283,0.29309698,0.368373464,0.351406825,0.335955654,0.322062763,0.309221114,0.297354893,0.286498125,0.303623591,0.202460707,0.28406809,0.189558367,0.193596224,0.176064139,0.15732446,0.13858478
Greece,GRC,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.973993294,4.903749765,4.957626261,4.680882005,4.498526833,4.329941546,3.600662106,3.619890132,3.543974856,3.395747534,3.421783932,3.771412527,3.733036116,3.38453438,3.390497525,3.228193154,3.235076102,3.230991834,2.847720395,2.975915975,3.001546601,3.011231987,3.078484935,3.071106727,3.090639768,3.07277628,3.099973289,3.157668575,3.138107469,3.196035698,3.197274631,3.217082296,3.23688996
Grenada,GRD,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.357081631,1.346483994,1.306879712,0.981023825,1.58375721,1.540724064,1.338360977,1.06011495,1.022291708,1.284461632,1.190178477,1.156229023,1.123951063,1.039421354,1.016793402,0.725355979,0.709791431,0.694753086,0.664914008,0.651213821,0.770945383,0.707286658,0.744428533,0.731696373,0.714820851,0.696096427,0.675589369,0.665132048,0.663463936,0.665559053,0.64003827,0.628177907,0.616317543
Guam,GUM,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.434776838,0.710876048,0.704165845,0.705265868,1.095960149,1.099864114,1.10467706,1.110024958,1.115601507,1.121295204,1.126752373,1.131597487,1.131130912,0.727894746,1.088589406,1.084371318,1.079501702,1.075126238,0.928634443,0.926166703,0.391159789,0.388985349,0.385925643,1.185875525,1.179220743,1.173113616,1.03029408,1.128020357,1.053030622,1.066583236,1.022969687,0.999564317,0.976158947
High income,HIC,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.568515338,1.468452029,1.414702603,1.374130039,1.436721129,1.393359867,1.360405552,1.3476645,1.308441022,1.231644391,1.182644641,1.170731663,1.152056676,1.110437153,1.144900858,1.069841219,1.058551319,1.042550788,1.011834686,1.012405369,0.984109654,0.975634083,0.956417842,0.934997684,0.921489445,0.916619118,0.89087252,0.877939456,0.870174842,0.8772015,0.853513878,0.842274684,0.831035491
"Hong Kong SAR, China",HKG,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921953891,0.889804981,0.858311459,0.830997985,1.145322043,1.107259246,1.068690876,0.607944086,0.589470005,0.58327351,0.568859441,0.554996462,0.681855632,0.739715276,0.722373981,0.720464469,0.70825693,0.678827177,0.644359167,0.613450453,0.616611007,0.611865167,0.55348215,0.490733276,0.477086334,0.569806291,0.552660363,0.517849096,0.522843368,0.546763493,0.555055678,0.562471661,0.569887644
Heavily indebted poor countries (HIPC),HPC,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.612834855,0.57225015,0.581719522,0.535272455,0.986767876,0.977601011,0.951784551,0.91231988,0.987247152,1.028412832,0.713008606,0.741039985,0.687390289,0.593925598,0.586737678,,0.566432424,0.57240201,0.625774554,0.632670788,0.675414616,0.665047167,0.641511497,0.605189878,0.589463354,0.532031502,0.509407655,0.48895695,0.511132226,0.439724269,0.425681743,0.400819827,0.375957912
Croatia,HRV,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.928128273,3.82495477,3.324071836,7.213709511,5.143383482,4.877381145,4.828427177,5.132857146,5.225292901,3.700635393,3.327311445,1.703501193,1.626141416,1.725697585,1.176274213,1.091188549,1.137631131,1.116828538,1.129205703,1.146795079,1.048099455,1.059636677,1.031112161,0.978027337,1.010787362,0.986450554,1.014320873,1.010329497,1.128428731,1.074220579,1.087080849,1.099941118
Haiti,HTI,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.294874238,0.290549021,0.286107888,,0.242347279,0.238663973,0.184581349,0.175036956,0.172204895,0.169359428,0.257976926,0.160205837,0.155771709,,,0.145644187,,,,0,0.001186213,0.001162197,0.002729595,0.002671785,0.00261872,0.004279866,0,0.010305322,0.02028421,0.020126856,0.022001201,0.025348403,0.028695605
Hungary,HUN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.940058438,1.732710328,1.495539381,1.421163108,1.75861789,1.920861963,1.847001477,1.735995749,1.562728774,1.380232915,1.15117644,1.140041879,1.121157375,1.09443577,1.029745847,1.017775448,0.859081196,0.865313893,0.975952407,0.8045773,0.893225039,0.883367701,0.876368529,0.854028363,0.839306763,0.855619388,0.853188997,0.843045657,0.842356374,0.973667171,0.916236375,0.928823587,0.941410798
IBRD only,IBD,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.799217646,0.871773067,0.810292047,0.783843514,1.063428846,1.048878289,1.00770138,0.991779421,0.94687243,0.933057823,0.895303498,0.874043665,0.861242817,0.827721456,0.856020647,0.836241563,0.780798984,0.783169528,0.787450186,0.78083206,0.775372399,0.776172654,0.73331941,0.740521451,0.738501574,0.735201772,0.7358229,0.742948218,0.732178226,0.749045487,0.742127355,0.742865636,0.743603916
IDA & IBRD total,IBT,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.823298246,0.872335426,0.820190137,0.785571245,1.105042312,1.091692066,1.054385344,1.034873443,1.000983256,0.9877763,0.927648581,0.914994986,0.898872621,0.860300634,0.878723178,0.880103582,0.810109612,0.81025559,0.817371109,0.815543252,0.805921773,0.803527518,0.764177278,0.763265882,0.760953997,0.753060721,0.746012805,0.747767648,0.74012497,0.736721678,0.731617709,0.727096861,0.722576013
IDA total,IDA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938004496,0.875109028,0.868992673,0.794032487,1.304430173,1.294371657,1.273497114,1.235351313,1.251268308,1.24245663,1.078516752,1.10104645,1.067574925,1.000490845,0.97733482,,0.93514323,0.924453606,0.941396038,0.956894674,0.928682812,0.912193611,0.884992488,0.849933015,0.845111315,0.818970142,0.782830682,0.764865106,0.767781904,0.69527327,0.693146049,0.66911951,0.645092971
IDA blend,IDB,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.882840169,0.825581791,0.818843914,0.761146142,1.075942595,1.025074421,1.036204965,1.018635627,0.996455007,0.990220574,1.008223465,0.978535633,0.946930762,0.922304153,0.916216873,1.024076905,0.868306171,0.84699459,0.823435233,0.815158055,0.783661293,0.765276984,0.748002379,0.722598877,0.72876893,0.71637605,0.711844436,0.71179904,0.685503776,0.675874562,0.674497915,0.666237906,0.657977897
Indonesia,IDN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35104009,0.346456209,0.326934344,0.323738877,0.519321453,0.533982688,0.524498513,0.523883711,0.510267367,0.488817884,0.483881656,0.483199008,0.481550843,0.554206711,0.555812749,0.548297166,0.523015809,0.513792644,0.508382698,0.496656881,0.565728466,0.552959819,0.550164732,0.543469463,0.535508362,0.530470621,0.520961185,0.506647952,0.496321888,0.496668497,0.48392135,0.475257118,0.466592885
