Reporting Economy,Continent,Commercial services traded,Date,Value
Barbados,North America,Telecommunications services,31/12/2021,"27,892,001"
Barbados,North America,Computer services,31/12/2016,"16,875,000"
Barbados,North America,Computer services,31/12/2017,"20,236,000"
Barbados,North America,Computer services,31/12/2015,"20,054,000"
Barbados,North America,Computer services,31/12/2013,"22,599,000"
Barbados,North America,Computer services,31/12/2020,"6,827,504"
Barbados,North America,Computer services,31/12/2014,"18,444,000"
Barbados,North America,Computer services,31/12/2021,"11,965,560"
Barbados,North America,Information services,31/12/2016,"2,295,000"
Barbados,North America,Information services,31/12/2017,"1,885,000"
Barbados,North America,Information services,31/12/2015,"2,471,000"
Barbados,North America,Information services,31/12/2013,"5,376,000"
Barbados,North America,Information services,31/12/2014,"2,149,000"
Barbados,North America,Research and development services,31/12/2013,"2,890,000"
Barbados,North America,Research and development services,31/12/2016,"1,923,000"
Barbados,North America,Research and development services,31/12/2015,"1,982,000"
Barbados,North America,Research and development services,31/12/2014,"1,788,000"
Barbados,North America,Research and development services,31/12/2021,"1,397,873"
Barbados,North America,Research and development services,31/12/2017,"810,000"
Barbados,North America,Research and development services,31/12/2020,"797,621"
Barbados,North America,Professional and management consulting services,31/12/2017,"169,019,000"
Barbados,North America,Professional and management consulting services,31/12/2016,"168,546,000"
Barbados,North America,Professional and management consulting services,31/12/2014,"177,722,000"
Barbados,North America,Professional and management consulting services,31/12/2013,"166,787,000"
Barbados,North America,Professional and management consulting services,31/12/2021,"114,850,317"
Barbados,North America,Professional and management consulting services,31/12/2015,"166,365,000"
Barbados,North America,Professional and management consulting services,31/12/2020,"65,533,161"
Barbados,North America,"Technical, trade-related, and other business services",31/12/2014,"201,561,000"
Barbados,North America,"Technical, trade-related, and other business services",31/12/2013,"257,990,000"
Barbados,North America,"Technical, trade-related, and other business services",31/12/2015,"202,323,000"
Barbados,North America,"Technical, trade-related, and other business services",31/12/2016,"190,684,000"
Barbados,North America,"Technical, trade-related, and other business services",31/12/2017,"204,585,000"
Barbados,North America,"Technical, trade-related, and other business services",31/12/2020,"78,637,054"
Barbados,North America,"Technical, trade-related, and other business services",31/12/2021,"137,815,581"
Barbados,North America,"Personal, cultural, and recreational services",31/12/2014,"441,000"
Barbados,North America,"Personal, cultural, and recreational services",31/12/2020,"91,714"
Barbados,North America,"Personal, cultural, and recreational services",31/12/2015,"522,000"
Barbados,North America,"Personal, cultural, and recreational services",31/12/2021,"160,734"
Barbados,North America,"Personal, cultural, and recreational services",31/12/2016,"333,000"
Barbados,North America,"Personal, cultural, and recreational services",31/12/2017,"125,000"
Barbados,North America,"Personal, cultural, and recreational services",31/12/2013,"1,259,000"
Barbados,North America,Audiovisual and related services,31/12/2017,"30,000"
Barbados,North America,Audiovisual and related services,31/12/2021,"49,457"
Barbados,North America,Audiovisual and related services,31/12/2016,"68,000"
Barbados,North America,Audiovisual and related services,31/12/2015,"27,000"
Barbados,North America,Audiovisual and related services,31/12/2014,"40,000"
Barbados,North America,Audiovisual and related services,31/12/2020,"28,220"
Barbados,North America,Audiovisual and related services,31/12/2013,"203,000"
Barbados,North America,Goods-related services,31/12/2016,"11,675,000"
Barbados,North America,Goods-related services,31/12/2014,"12,525,000"
Barbados,North America,Goods-related services,31/12/2015,"9,606,000"
Barbados,North America,Goods-related services,31/12/2017,"19,154,000"
Barbados,North America,Goods-related services,31/12/2013,"12,502,000"
Belarus,Europe,Manufacturing services on physical inputs owned by others,31/12/2020,"10,200,000"
Belarus,Europe,Manufacturing services on physical inputs owned by others,31/12/2019,"8,800,000"
Belarus,Europe,Manufacturing services on physical inputs owned by others,31/12/2021,"24,907,000"
Belarus,Europe,Manufacturing services on physical inputs owned by others,31/12/2013,"46,900,000"
Belarus,Europe,Manufacturing services on physical inputs owned by others,31/12/2014,"23,600,000"
Belarus,Europe,Manufacturing services on physical inputs owned by others,31/12/2017,"4,800,000"
Belarus,Europe,Manufacturing services on physical inputs owned by others,31/12/2018,"6,800,000"
Belarus,Europe,Manufacturing services on physical inputs owned by others,31/12/2015,"5,900,000"
Belarus,Europe,Manufacturing services on physical inputs owned by others,31/12/2016,"5,900,000"
Belarus,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2016,"283,200,000"
Belarus,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2018,"406,300,000"
Belarus,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2013,"473,800,000"
Belarus,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2017,"315,200,000"
Belarus,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2014,"501,500,000"
Belarus,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2015,"299,000,000"
Belarus,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2021,"539,700,000"
Belarus,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2020,"557,900,000"
Belarus,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2019,"472,400,000"
Belarus,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2019,"60,200,000"
Belarus,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2020,"85,900,000"
Belarus,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2021,"112,200,000"
Belarus,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2015,"59,500,000"
Belarus,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2014,"96,000,000"
Belarus,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2018,"59,300,000"
Belarus,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2017,"67,600,000"
Belarus,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2016,"46,600,000"
Belarus,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2013,"103,900,000"
Belarus,Europe,Maintenance and repair services n.i.e.,31/12/2016,"116,000,000"
Belarus,Europe,Maintenance and repair services n.i.e.,31/12/2014,"135,700,000"
Belarus,Europe,Maintenance and repair services n.i.e.,31/12/2017,"137,900,000"
Belarus,Europe,Maintenance and repair services n.i.e.,31/12/2013,"110,800,000"
Belarus,Europe,Maintenance and repair services n.i.e.,31/12/2015,"122,400,000"
Belarus,Europe,Maintenance and repair services n.i.e.,31/12/2018,"119,100,000"
Belarus,Europe,Maintenance and repair services n.i.e.,31/12/2021,"100,517,000"
Belarus,Europe,Maintenance and repair services n.i.e.,31/12/2020,"108,800,000"
Belarus,Europe,Maintenance and repair services n.i.e.,31/12/2019,"124,400,000"
Belarus,Europe,Transport,31/12/2019,"1,945,600,000"
Belarus,Europe,Transport,31/12/2021,"2,527,295,000"
Belarus,Europe,Transport,31/12/2016,"1,336,900,000"
Belarus,Europe,Transport,31/12/2020,"1,838,000,000"
Belarus,Europe,Transport,31/12/2013,"1,422,800,000"
Belarus,Europe,Transport,31/12/2015,"1,269,300,000"
Belarus,Europe,Transport,31/12/2018,"1,832,000,000"
Belarus,Europe,Transport,31/12/2014,"1,549,500,000"
Belarus,Europe,Transport,31/12/2017,"1,599,100,000"
Belarus,Europe,Sea transport,31/12/2015,"314,100,000"
Belarus,Europe,Sea transport,31/12/2013,"334,900,000"
Belarus,Europe,Sea transport,31/12/2014,"446,600,000"
Belarus,Europe,Sea transport,31/12/2021,"830,243,000"
Belarus,Europe,Sea transport,31/12/2018,"460,100,000"
Belarus,Europe,Sea transport,31/12/2019,"432,100,000"
Belarus,Europe,Sea transport,31/12/2016,"311,000,000"
Belarus,Europe,Sea transport,31/12/2020,"463,100,000"
Belarus,Europe,Sea transport,31/12/2017,"409,500,000"
Belarus,Europe,Passenger (Sea),31/12/2014,0
Belarus,Europe,Passenger (Sea),31/12/2015,0
Belarus,Europe,Passenger (Sea),31/12/2013,0
Belarus,Europe,Passenger (Sea),31/12/2018,"100,000"
Belarus,Europe,Passenger (Sea),31/12/2017,0
Belarus,Europe,Passenger (Sea),31/12/2016,0
Belarus,Europe,Passenger (Sea),31/12/2019,"100,000"
Belarus,Europe,Passenger (Sea),31/12/2020,0
Belarus,Europe,Passenger (Sea),31/12/2021,"3,000"
Belarus,Europe,Freight (Sea),31/12/2015,"254,400,000"
Belarus,Europe,Freight (Sea),31/12/2016,"254,000,000"
Belarus,Europe,Freight (Sea),31/12/2019,"362,800,000"
Belarus,Europe,Freight (Sea),31/12/2014,"357,700,000"
Belarus,Europe,Freight (Sea),31/12/2020,"392,000,000"
Belarus,Europe,Freight (Sea),31/12/2021,"750,166,000"
Belarus,Europe,Freight (Sea),31/12/2018,"382,600,000"
Belarus,Europe,Freight (Sea),31/12/2017,"343,300,000"
Belarus,Europe,Freight (Sea),31/12/2013,"275,000,000"
Belarus,Europe,Air transport,31/12/2020,"123,400,000"
Belarus,Europe,Air transport,31/12/2021,"172,642,000"
Belarus,Europe,Air transport,31/12/2018,"192,200,000"
Belarus,Europe,Air transport,31/12/2019,"216,200,000"
Belarus,Europe,Air transport,31/12/2016,"151,000,000"
Belarus,Europe,Air transport,31/12/2015,"125,400,000"
Belarus,Europe,Air transport,31/12/2017,"169,700,000"
Belarus,Europe,Air transport,31/12/2013,"140,700,000"
Belarus,Europe,Air transport,31/12/2014,"145,100,000"
Belarus,Europe,Passenger (Air),31/12/2021,"52,937,000"
Belarus,Europe,Passenger (Air),31/12/2020,"22,600,000"
Belarus,Europe,Passenger (Air),31/12/2017,"60,200,000"
Belarus,Europe,Passenger (Air),31/12/2018,"59,700,000"
Belarus,Europe,Passenger (Air),31/12/2013,"77,500,000"
Belarus,Europe,Passenger (Air),31/12/2014,"70,500,000"
Belarus,Europe,Passenger (Air),31/12/2016,"54,100,000"
Belarus,Europe,Passenger (Air),31/12/2019,"59,600,000"
Belarus,Europe,Passenger (Air),31/12/2015,"52,400,000"
Belarus,Europe,Freight (Air),31/12/2014,"11,000,000"
Belarus,Europe,Freight (Air),31/12/2017,"34,200,000"
Belarus,Europe,Freight (Air),31/12/2021,"48,304,000"
Belarus,Europe,Freight (Air),31/12/2020,"38,300,000"
Belarus,Europe,Freight (Air),31/12/2015,"17,200,000"
Belarus,Europe,Freight (Air),31/12/2018,"37,300,000"
Belarus,Europe,Freight (Air),31/12/2019,"43,100,000"
Belarus,Europe,Freight (Air),31/12/2013,"9,700,000"
Belarus,Europe,Freight (Air),31/12/2016,"30,400,000"
Belarus,Europe,Postal and courier services,31/12/2021,"9,626,000"
Belarus,Europe,Postal and courier services,31/12/2014,"3,800,000"
Belarus,Europe,Postal and courier services,31/12/2015,"3,000,000"
Belarus,Europe,Postal and courier services,31/12/2016,"2,800,000"
Belarus,Europe,Postal and courier services,31/12/2013,"3,400,000"
Belarus,Europe,Postal and courier services,31/12/2019,"6,900,000"
Belarus,Europe,Postal and courier services,31/12/2020,"6,800,000"
Belarus,Europe,Postal and courier services,31/12/2018,"5,100,000"
Belarus,Europe,Postal and courier services,31/12/2017,"4,500,000"
Belarus,Europe,Travel,31/12/2016,"799,500,000"
Belarus,Europe,Travel,31/12/2015,"901,100,000"
Belarus,Europe,Travel,31/12/2018,"1,069,300,000"
Belarus,Europe,Travel,31/12/2017,"983,100,000"
Belarus,Europe,Travel,31/12/2014,"1,158,700,000"
Belarus,Europe,Travel,31/12/2013,"1,153,300,000"
Belarus,Europe,Travel,31/12/2019,"1,122,500,000"
Belarus,Europe,Travel,31/12/2021,"525,481,000"
Belarus,Europe,Travel,31/12/2020,"445,800,000"
Belarus,Europe,Business,31/12/2019,"263,000,000"
Belarus,Europe,Business,31/12/2014,"267,400,000"
Belarus,Europe,Business,31/12/2018,"254,300,000"
Belarus,Europe,Business,31/12/2017,"224,100,000"
Belarus,Europe,Business,31/12/2020,"162,100,000"
Belarus,Europe,Business,31/12/2021,"153,743,000"
Belarus,Europe,Business,31/12/2013,"234,600,000"
Belarus,Europe,Business,31/12/2016,"173,200,000"
Belarus,Europe,Business,31/12/2015,"172,100,000"
Belarus,Europe,Personal,31/12/2016,"626,300,000"
Belarus,Europe,Personal,31/12/2018,"815,000,000"
Belarus,Europe,Personal,31/12/2013,"918,700,000"
Belarus,Europe,Personal,31/12/2017,"759,000,000"
Belarus,Europe,Personal,31/12/2015,"729,000,000"
Belarus,Europe,Personal,31/12/2014,"891,300,000"
Belarus,Europe,Personal,31/12/2021,"371,739,000"
Belarus,Europe,Personal,31/12/2020,"283,700,000"
Belarus,Europe,Personal,31/12/2019,"859,500,000"
Belarus,Europe,Construction,31/12/2019,"1,064,800,000"
Belarus,Europe,Construction,31/12/2014,"1,524,000,000"
Belarus,Europe,Construction,31/12/2015,"1,021,600,000"
Belarus,Europe,Construction,31/12/2016,"900,000,000"
Belarus,Europe,Construction,31/12/2013,"1,258,200,000"
Belarus,Europe,Construction,31/12/2018,"1,004,800,000"
Belarus,Europe,Construction,31/12/2017,"890,900,000"
Belarus,Europe,Construction,31/12/2020,"961,300,000"
Belarus,Europe,Construction,31/12/2021,"783,129,000"
Belarus,Europe,Insurance and pension services,31/12/2018,"26,900,000"
Belarus,Europe,Insurance and pension services,31/12/2017,"46,500,000"
Belarus,Europe,Insurance and pension services,31/12/2014,"20,500,000"
Belarus,Europe,Insurance and pension services,31/12/2013,"17,900,000"
Belarus,Europe,Insurance and pension services,31/12/2021,"31,005,000"
Belarus,Europe,Insurance and pension services,31/12/2020,"42,600,000"
Belarus,Europe,Insurance and pension services,31/12/2016,"24,000,000"
Belarus,Europe,Insurance and pension services,31/12/2019,"42,200,000"
Belarus,Europe,Insurance and pension services,31/12/2015,"14,600,000"
Belarus,Europe,Direct insurance,31/12/2019,"32,700,000"
Belarus,Europe,Direct insurance,31/12/2020,"30,000,000"
Belarus,Europe,Direct insurance,31/12/2021,"21,201,000"
Belarus,Europe,Direct insurance,31/12/2014,"20,500,000"
Belarus,Europe,Direct insurance,31/12/2013,"17,900,000"
Belarus,Europe,Direct insurance,31/12/2017,"36,200,000"
Belarus,Europe,Direct insurance,31/12/2015,"14,600,000"
Belarus,Europe,Direct insurance,31/12/2016,"24,000,000"
Belarus,Europe,Direct insurance,31/12/2018,"17,700,000"
Belarus,Europe,Reinsurance,31/12/2019,"9,500,000"
Belarus,Europe,Reinsurance,31/12/2020,"12,600,000"
Belarus,Europe,Reinsurance,31/12/2021,"9,803,000"
Belarus,Europe,Reinsurance,31/12/2017,"10,300,000"
Belarus,Europe,Reinsurance,31/12/2018,"9,200,000"
Belarus,Europe,Financial services,31/12/2021,"189,177,000"
Belarus,Europe,Financial services,31/12/2019,"228,900,000"
Belarus,Europe,Financial services,31/12/2016,"234,500,000"
Belarus,Europe,Financial services,31/12/2017,"268,100,000"
Belarus,Europe,Financial services,31/12/2013,"231,400,000"
Belarus,Europe,Financial services,31/12/2018,"278,300,000"
Belarus,Europe,Financial services,31/12/2020,"214,500,000"
Belarus,Europe,Financial services,31/12/2014,"336,000,000"
Belarus,Europe,Financial services,31/12/2015,"273,300,000"
Belarus,Europe,Explicitly charged and other financial services,31/12/2014,"169,000,000"
Belarus,Europe,Explicitly charged and other financial services,31/12/2013,"115,300,000"
Belarus,Europe,Explicitly charged and other financial services,31/12/2021,"104,529,000"
Belarus,Europe,Explicitly charged and other financial services,31/12/2019,"98,300,000"
Belarus,Europe,Explicitly charged and other financial services,31/12/2016,"99,300,000"
Belarus,Europe,Explicitly charged and other financial services,31/12/2020,"91,600,000"
Belarus,Europe,Explicitly charged and other financial services,31/12/2018,"98,400,000"
Belarus,Europe,Explicitly charged and other financial services,31/12/2017,"94,900,000"
Belarus,Europe,Explicitly charged and other financial services,31/12/2015,"110,300,000"
Belarus,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2015,"163,000,000"
Belarus,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2016,"135,200,000"
Belarus,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2013,"116,100,000"
Belarus,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2014,"167,000,000"
Belarus,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2019,"130,600,000"
Belarus,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2020,"122,900,000"
Belarus,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2021,"84,648,000"
Belarus,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2017,"173,200,000"
Belarus,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2018,"179,900,000"
Belarus,Europe,Charges for the use of intellectual property n.i.e.,31/12/2015,"132,700,000"
Belarus,Europe,Charges for the use of intellectual property n.i.e.,31/12/2014,"237,300,000"
Belarus,Europe,Charges for the use of intellectual property n.i.e.,31/12/2013,"145,100,000"
Belarus,Europe,Charges for the use of intellectual property n.i.e.,31/12/2021,"260,285,000"
Belarus,Europe,Charges for the use of intellectual property n.i.e.,31/12/2017,"157,100,000"
Belarus,Europe,Charges for the use of intellectual property n.i.e.,31/12/2019,"187,200,000"
Belarus,Europe,Charges for the use of intellectual property n.i.e.,31/12/2020,"202,400,000"
Belarus,Europe,Charges for the use of intellectual property n.i.e.,31/12/2018,"178,700,000"
Belarus,Europe,Charges for the use of intellectual property n.i.e.,31/12/2016,"125,700,000"
Belarus,Europe,Telecommunications services,31/12/2015,"113,900,000"
Belarus,Europe,Telecommunications services,31/12/2016,"117,100,000"
Belarus,Europe,Telecommunications services,31/12/2017,"122,300,000"
Belarus,Europe,Telecommunications services,31/12/2018,"148,200,000"
Belarus,Europe,Telecommunications services,31/12/2019,"179,600,000"
Belarus,Europe,Telecommunications services,31/12/2014,"123,600,000"
Belarus,Europe,Telecommunications services,31/12/2013,"114,100,000"
Belarus,Europe,Telecommunications services,31/12/2020,"129,000,000"
Belarus,Europe,Telecommunications services,31/12/2021,"148,968,000"
Belarus,Europe,Computer services,31/12/2016,"113,300,000"
Belarus,Europe,Computer services,31/12/2017,"110,500,000"
Belarus,Europe,Computer services,31/12/2018,"135,100,000"
Belarus,Europe,Computer services,31/12/2013,"72,400,000"
Belarus,Europe,Computer services,31/12/2019,"226,500,000"
Belarus,Europe,Computer services,31/12/2020,"290,000,000"
Belarus,Europe,Computer services,31/12/2014,"92,600,000"
Belarus,Europe,Computer services,31/12/2015,"87,900,000"
Belarus,Europe,Computer services,31/12/2021,"331,130,000"
Belarus,Europe,Information services,31/12/2013,"9,900,000"
Belarus,Europe,Information services,31/12/2016,"7,500,000"
Belarus,Europe,Information services,31/12/2018,"11,500,000"
Belarus,Europe,Information services,31/12/2017,"9,700,000"
Belarus,Europe,Information services,31/12/2021,"10,748,000"
Belarus,Europe,Information services,31/12/2015,"7,700,000"
Belarus,Europe,Information services,31/12/2019,"12,700,000"
Belarus,Europe,Information services,31/12/2014,"10,200,000"
Belarus,Europe,Information services,31/12/2020,"10,000,000"
Belarus,Europe,Research and development services,31/12/2020,"2,300,000"
Belarus,Europe,Research and development services,31/12/2014,"3,300,000"
Belarus,Europe,Research and development services,31/12/2019,"2,800,000"
Belarus,Europe,Research and development services,31/12/2021,"11,937,000"
Belarus,Europe,Research and development services,31/12/2017,"1,700,000"
Belarus,Europe,Research and development services,31/12/2018,"3,400,000"
Belarus,Europe,Research and development services,31/12/2016,"1,800,000"
Belarus,Europe,Research and development services,31/12/2015,"2,900,000"
Belarus,Europe,Research and development services,31/12/2013,"4,800,000"
Belarus,Europe,Professional and management consulting services,31/12/2014,"83,800,000"
Belarus,Europe,Professional and management consulting services,31/12/2015,"74,700,000"
Belarus,Europe,Professional and management consulting services,31/12/2021,"377,773,000"
Belarus,Europe,Professional and management consulting services,31/12/2016,"97,500,000"
Belarus,Europe,Professional and management consulting services,31/12/2018,"139,600,000"
Belarus,Europe,Professional and management consulting services,31/12/2019,"268,100,000"
Belarus,Europe,Professional and management consulting services,31/12/2020,"283,100,000"
Belarus,Europe,Professional and management consulting services,31/12/2013,"108,200,000"
Belarus,Europe,Professional and management consulting services,31/12/2017,"104,600,000"
Belarus,Europe,"Technical, trade-related, and other business services",31/12/2016,"472,800,000"
Belarus,Europe,"Technical, trade-related, and other business services",31/12/2013,"513,200,000"
Belarus,Europe,"Technical, trade-related, and other business services",31/12/2014,"411,500,000"
Belarus,Europe,"Technical, trade-related, and other business services",31/12/2015,"353,900,000"
Belarus,Europe,"Technical, trade-related, and other business services",31/12/2021,"320,121,000"
Belarus,Europe,"Technical, trade-related, and other business services",31/12/2017,"356,000,000"
Belarus,Europe,"Technical, trade-related, and other business services",31/12/2020,"333,800,000"
Belarus,Europe,"Technical, trade-related, and other business services",31/12/2018,"414,400,000"
Belarus,Europe,"Technical, trade-related, and other business services",31/12/2019,"379,700,000"
Belarus,Europe,"Personal, cultural, and recreational services",31/12/2020,"19,600,000"
Belarus,Europe,"Personal, cultural, and recreational services",31/12/2019,"47,900,000"
Belarus,Europe,"Personal, cultural, and recreational services",31/12/2017,"27,900,000"
Belarus,Europe,"Personal, cultural, and recreational services",31/12/2018,"31,300,000"
Belarus,Europe,"Personal, cultural, and recreational services",31/12/2013,"61,000,000"
Belarus,Europe,"Personal, cultural, and recreational services",31/12/2016,"25,100,000"
Belarus,Europe,"Personal, cultural, and recreational services",31/12/2015,"28,200,000"
Belarus,Europe,"Personal, cultural, and recreational services",31/12/2021,"24,590,000"
Belarus,Europe,"Personal, cultural, and recreational services",31/12/2014,"43,400,000"
Belarus,Europe,Audiovisual and related services,31/12/2015,"18,300,000"
Belarus,Europe,Audiovisual and related services,31/12/2019,"23,500,000"
Belarus,Europe,Audiovisual and related services,31/12/2014,"22,700,000"
Belarus,Europe,Audiovisual and related services,31/12/2016,"17,100,000"
Belarus,Europe,Audiovisual and related services,31/12/2021,"17,710,000"
Belarus,Europe,Audiovisual and related services,31/12/2020,"15,600,000"
Belarus,Europe,Audiovisual and related services,31/12/2017,"20,000,000"
Belarus,Europe,Audiovisual and related services,31/12/2013,"30,800,000"
Belarus,Europe,Audiovisual and related services,31/12/2018,"19,200,000"
Belarus,Europe,Goods-related services,31/12/2015,"128,300,000"
Belarus,Europe,Goods-related services,31/12/2014,"159,300,000"
Belarus,Europe,Goods-related services,31/12/2016,"121,900,000"
Belarus,Europe,Goods-related services,31/12/2017,"142,700,000"
Belarus,Europe,Goods-related services,31/12/2021,"125,424,000"
Belarus,Europe,Goods-related services,31/12/2013,"157,700,000"
Belarus,Europe,Goods-related services,31/12/2019,"133,200,000"
Belarus,Europe,Goods-related services,31/12/2020,"119,000,000"
Belarus,Europe,Goods-related services,31/12/2018,"125,900,000"
Belgium,Europe,Manufacturing services on physical inputs owned by others,31/12/2019,"3,095,347,000"
Belgium,Europe,Manufacturing services on physical inputs owned by others,31/12/2020,"3,822,930,000"
Belgium,Europe,Manufacturing services on physical inputs owned by others,31/12/2014,"1,424,153,000"
Belgium,Europe,Manufacturing services on physical inputs owned by others,31/12/2021,"3,194,582,000"
Belgium,Europe,Manufacturing services on physical inputs owned by others,31/12/2015,"2,108,074,000"
Belgium,Europe,Manufacturing services on physical inputs owned by others,31/12/2018,"3,188,577,000"
Belgium,Europe,Manufacturing services on physical inputs owned by others,31/12/2017,"2,793,702,000"
Belgium,Europe,Manufacturing services on physical inputs owned by others,31/12/2016,"1,743,372,000"
Belgium,Europe,Manufacturing services on physical inputs owned by others,31/12/2013,"1,235,150,000"
Belgium,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2019,0
Belgium,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2020,0
Belgium,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2014,0
Belgium,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2013,0
Belgium,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2016,0
Belgium,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2017,0
Belgium,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2018,0
Belgium,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2015,0
Belgium,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2020,"3,822,930,000"
Belgium,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2019,"3,095,347,000"
Belgium,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2015,"2,108,074,000"
Belgium,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2018,"3,188,577,000"
Belgium,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2017,"2,793,702,000"
Belgium,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2016,"1,743,372,000"
Belgium,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2013,"1,235,150,000"
Belgium,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2014,"1,424,153,000"
Belgium,Europe,Maintenance and repair services n.i.e.,31/12/2014,"607,125,000"
Belgium,Europe,Maintenance and repair services n.i.e.,31/12/2013,"811,480,000"
Belgium,Europe,Maintenance and repair services n.i.e.,31/12/2016,"773,725,000"
Belgium,Europe,Maintenance and repair services n.i.e.,31/12/2015,"936,429,000"
Belgium,Europe,Maintenance and repair services n.i.e.,31/12/2019,"1,154,178,000"
Belgium,Europe,Maintenance and repair services n.i.e.,31/12/2020,"1,009,701,000"
Belgium,Europe,Maintenance and repair services n.i.e.,31/12/2021,"1,006,512,000"
Belgium,Europe,Maintenance and repair services n.i.e.,31/12/2017,"839,353,000"
Belgium,Europe,Maintenance and repair services n.i.e.,31/12/2018,"1,210,478,000"
Belgium,Europe,Transport,31/12/2015,"23,280,909,000"
Belgium,Europe,Transport,31/12/2014,"23,357,701,000"
Belgium,Europe,Transport,31/12/2018,"28,476,356,000"
Belgium,Europe,Transport,31/12/2017,"26,990,343,000"
Belgium,Europe,Transport,31/12/2013,"21,596,527,000"
Belgium,Europe,Transport,31/12/2021,"30,232,025,000"
Belgium,Europe,Transport,31/12/2016,"24,219,040,000"
Belgium,Europe,Transport,31/12/2020,"24,259,103,000"
Belgium,Europe,Transport,31/12/2019,"26,406,165,000"
Belgium,Europe,Sea transport,31/12/2013,"7,793,397,000"
Belgium,Europe,Sea transport,31/12/2014,"6,545,523,000"
Belgium,Europe,Sea transport,31/12/2015,"7,139,715,000"
Belgium,Europe,Sea transport,31/12/2017,"7,952,955,000"
Belgium,Europe,Sea transport,31/12/2018,"8,463,901,000"
Belgium,Europe,Sea transport,31/12/2019,"7,253,075,000"
Belgium,Europe,Sea transport,31/12/2016,"7,574,538,000"
Belgium,Europe,Sea transport,31/12/2020,"7,177,560,000"
Belgium,Europe,Sea transport,31/12/2021,"8,610,776,876"
Belgium,Europe,Passenger (Sea),31/12/2013,"18,594,000"
Belgium,Europe,Passenger (Sea),31/12/2015,"16,643,000"
Belgium,Europe,Passenger (Sea),31/12/2014,"23,913,000"
Belgium,Europe,Passenger (Sea),31/12/2016,"24,352,000"
Belgium,Europe,Passenger (Sea),31/12/2020,"74,243,000"
Belgium,Europe,Passenger (Sea),31/12/2019,"76,124,000"
Belgium,Europe,Passenger (Sea),31/12/2021,"89,724,166"
Belgium,Europe,Passenger (Sea),31/12/2017,"15,816,000"
Belgium,Europe,Passenger (Sea),31/12/2018,"36,610,000"
Belgium,Europe,Freight (Sea),31/12/2015,"5,378,918,000"
Belgium,Europe,Freight (Sea),31/12/2019,"5,114,879,000"
Belgium,Europe,Freight (Sea),31/12/2018,"6,136,240,000"
Belgium,Europe,Freight (Sea),31/12/2017,"5,885,639,000"
Belgium,Europe,Freight (Sea),31/12/2013,"5,922,078,000"
Belgium,Europe,Freight (Sea),31/12/2020,"5,196,992,000"
Belgium,Europe,Freight (Sea),31/12/2021,"6,153,105,553"
Belgium,Europe,Freight (Sea),31/12/2014,"4,753,376,000"
Belgium,Europe,Freight (Sea),31/12/2016,"5,509,057,000"
Belgium,Europe,Air transport,31/12/2015,"3,524,922,000"
