Reporting Economy,Continent,Commercial services traded,Date,Value
Bermuda,North America,"Personal, cultural, and recreational services",31/12/2015,"712,000"
Bermuda,North America,"Personal, cultural, and recreational services",31/12/2018,"444,000"
Bermuda,North America,"Personal, cultural, and recreational services",31/12/2013,"2,474,990"
Bermuda,North America,Goods-related services,31/12/2014,"21,000"
Bermuda,North America,Goods-related services,31/12/2020,"733,000"
Bermuda,North America,Goods-related services,31/12/2013,"41,883"
Bermuda,North America,Goods-related services,31/12/2017,"13,000"
Bermuda,North America,Goods-related services,31/12/2015,"94,000"
Bermuda,North America,Goods-related services,31/12/2016,"29,000"
Bermuda,North America,Goods-related services,31/12/2018,"1,159,000"
Bermuda,North America,Goods-related services,31/12/2019,"1,212,000"
Bhutan,Asia,Transport,31/12/2016,"46,935,000"
Bhutan,Asia,Transport,31/12/2018,"72,223,000"
Bhutan,Asia,Transport,31/12/2015,"26,264,000"
Bhutan,Asia,Transport,31/12/2017,"48,059,000"
Bhutan,Asia,Transport,31/12/2014,"35,866,000"
Bhutan,Asia,Transport,31/12/2013,"33,361,700"
Bhutan,Asia,Transport,31/12/2019,"38,311,000"
Bhutan,Asia,Transport,31/12/2020,"38,203,000"
Bhutan,Asia,Sea transport,31/12/2017,0
Bhutan,Asia,Sea transport,31/12/2014,0
Bhutan,Asia,Sea transport,31/12/2019,0
Bhutan,Asia,Sea transport,31/12/2015,0
Bhutan,Asia,Sea transport,31/12/2018,0
Bhutan,Asia,Sea transport,31/12/2016,0
Bhutan,Asia,Sea transport,31/12/2021,0
Bhutan,Asia,Sea transport,31/12/2020,0
Bhutan,Asia,Air transport,31/12/2019,"38,249,000"
Bhutan,Asia,Air transport,31/12/2020,"38,075,000"
Bhutan,Asia,Air transport,31/12/2015,"26,205,000"
Bhutan,Asia,Air transport,31/12/2021,"23,111,525"
Bhutan,Asia,Air transport,31/12/2018,"72,190,000"
Bhutan,Asia,Air transport,31/12/2017,"47,975,000"
Bhutan,Asia,Air transport,31/12/2016,"46,901,000"
Bhutan,Asia,Air transport,31/12/2014,"35,843,000"
Bhutan,Asia,Air transport,31/12/2013,"33,058,100"
Bhutan,Asia,Passenger (Air),31/12/2018,"72,076,000"
Bhutan,Asia,Passenger (Air),31/12/2013,"32,967,700"
Bhutan,Asia,Passenger (Air),31/12/2021,"23,048,397"
Bhutan,Asia,Passenger (Air),31/12/2017,"47,779,000"
Bhutan,Asia,Passenger (Air),31/12/2014,"35,747,000"
Bhutan,Asia,Passenger (Air),31/12/2015,"26,024,000"
Bhutan,Asia,Passenger (Air),31/12/2016,"46,787,000"
Bhutan,Asia,Passenger (Air),31/12/2019,"38,142,000"
Bhutan,Asia,Passenger (Air),31/12/2020,"37,971,000"
Bhutan,Asia,Freight (Air),31/12/2017,"196,000"
Bhutan,Asia,Freight (Air),31/12/2021,"63,128"
Bhutan,Asia,Freight (Air),31/12/2020,"104,000"
Bhutan,Asia,Freight (Air),31/12/2015,"180,000"
Bhutan,Asia,Freight (Air),31/12/2014,"96,000"
Bhutan,Asia,Freight (Air),31/12/2016,"114,000"
Bhutan,Asia,Freight (Air),31/12/2019,"107,000"
Bhutan,Asia,Freight (Air),31/12/2013,"90,362"
Bhutan,Asia,Freight (Air),31/12/2018,"114,000"
Bhutan,Asia,Postal and courier services,31/12/2014,"23,000"
Bhutan,Asia,Postal and courier services,31/12/2021,"77,696"
Bhutan,Asia,Postal and courier services,31/12/2020,"128,000"
Bhutan,Asia,Postal and courier services,31/12/2013,"303,631"
Bhutan,Asia,Postal and courier services,31/12/2019,"63,000"
Bhutan,Asia,Postal and courier services,31/12/2018,"34,000"
Bhutan,Asia,Postal and courier services,31/12/2015,"60,000"
Bhutan,Asia,Postal and courier services,31/12/2017,"83,000"
Bhutan,Asia,Postal and courier services,31/12/2016,"34,000"
Bhutan,Asia,Travel,31/12/2016,"91,547,000"
Bhutan,Asia,Travel,31/12/2020,"84,389,000"
Bhutan,Asia,Travel,31/12/2014,"83,887,000"
Bhutan,Asia,Travel,31/12/2015,"93,787,000"
Bhutan,Asia,Travel,31/12/2013,"83,234,800"
Bhutan,Asia,Travel,31/12/2019,"119,708,000"
Bhutan,Asia,Travel,31/12/2017,"105,018,000"
Bhutan,Asia,Travel,31/12/2018,"102,948,000"
Bhutan,Asia,Business,31/12/2017,"11,582,000"
Bhutan,Asia,Business,31/12/2016,"11,779,000"
Bhutan,Asia,Business,31/12/2014,"11,118,000"
Bhutan,Asia,Business,31/12/2015,"10,878,000"
Bhutan,Asia,Business,31/12/2019,"9,001,000"
Bhutan,Asia,Business,31/12/2013,"11,831,700"
Bhutan,Asia,Business,31/12/2020,"6,875,000"
Bhutan,Asia,Business,31/12/2018,"9,658,000"
Bhutan,Asia,Personal,31/12/2017,"93,435,000"
Bhutan,Asia,Personal,31/12/2020,"77,514,000"
Bhutan,Asia,Personal,31/12/2014,"72,769,000"
Bhutan,Asia,Personal,31/12/2018,"93,290,000"
Bhutan,Asia,Personal,31/12/2015,"82,908,000"
Bhutan,Asia,Personal,31/12/2013,"71,403,100"
Bhutan,Asia,Personal,31/12/2019,"110,707,000"
Bhutan,Asia,Personal,31/12/2016,"79,768,000"
Bhutan,Asia,Health-related,31/12/2016,0
Bhutan,Asia,Health-related,31/12/2017,0
Bhutan,Asia,Health-related,31/12/2018,0
Bhutan,Asia,Health-related,31/12/2015,0
Bhutan,Asia,Health-related,31/12/2020,0
Bhutan,Asia,Health-related,31/12/2014,0
Bhutan,Asia,Health-related,31/12/2019,0
Bhutan,Asia,Education-related,31/12/2018,0
Bhutan,Asia,Education-related,31/12/2017,0
Bhutan,Asia,Education-related,31/12/2020,0
Bhutan,Asia,Education-related,31/12/2014,0
Bhutan,Asia,Education-related,31/12/2019,0
Bhutan,Asia,Education-related,31/12/2016,0
Bhutan,Asia,Education-related,31/12/2015,0
Bhutan,Asia,Construction,31/12/2017,0
Bhutan,Asia,Construction,31/12/2019,0
Bhutan,Asia,Construction,31/12/2016,0
Bhutan,Asia,Construction,31/12/2014,0
Bhutan,Asia,Construction,31/12/2015,0
Bhutan,Asia,Construction,31/12/2020,0
Bhutan,Asia,Construction,31/12/2018,0
Bhutan,Asia,Insurance and pension services,31/12/2014,"2,384,000"
Bhutan,Asia,Insurance and pension services,31/12/2018,"2,709,000"
Bhutan,Asia,Insurance and pension services,31/12/2015,"2,898,000"
Bhutan,Asia,Insurance and pension services,31/12/2017,"4,005,000"
Bhutan,Asia,Insurance and pension services,31/12/2020,"2,263,000"
Bhutan,Asia,Insurance and pension services,31/12/2013,"3,915,440"
Bhutan,Asia,Insurance and pension services,31/12/2019,"2,607,000"
Bhutan,Asia,Insurance and pension services,31/12/2016,"3,595,000"
Bhutan,Asia,Reinsurance,31/12/2014,"2,384,000"
Bhutan,Asia,Reinsurance,31/12/2016,"3,595,000"
Bhutan,Asia,Reinsurance,31/12/2015,"2,898,000"
Bhutan,Asia,Reinsurance,31/12/2017,"4,005,000"
Bhutan,Asia,Reinsurance,31/12/2013,"3,915,440"
Bhutan,Asia,Reinsurance,31/12/2018,"2,709,000"
Bhutan,Asia,Reinsurance,31/12/2019,"2,607,000"
Bhutan,Asia,Reinsurance,31/12/2020,"2,263,000"
Bhutan,Asia,Financial services,31/12/2014,"132,000"
Bhutan,Asia,Financial services,31/12/2019,"3,613,000"
Bhutan,Asia,Financial services,31/12/2016,"1,136,000"
Bhutan,Asia,Financial services,31/12/2018,"2,047,000"
Bhutan,Asia,Financial services,31/12/2015,"161,000"
Bhutan,Asia,Financial services,31/12/2013,"90,957"
Bhutan,Asia,Financial services,31/12/2017,"2,243,000"
Bhutan,Asia,Financial services,31/12/2020,"6,201,000"
Bhutan,Asia,Explicitly charged and other financial services,31/12/2016,"1,136,000"
Bhutan,Asia,Explicitly charged and other financial services,31/12/2020,"6,201,000"
Bhutan,Asia,Explicitly charged and other financial services,31/12/2014,"132,000"
Bhutan,Asia,Explicitly charged and other financial services,31/12/2018,"2,047,000"
Bhutan,Asia,Explicitly charged and other financial services,31/12/2019,"3,613,000"
Bhutan,Asia,Explicitly charged and other financial services,31/12/2015,"161,000"
Bhutan,Asia,Explicitly charged and other financial services,31/12/2017,"2,243,000"
Bhutan,Asia,Explicitly charged and other financial services,31/12/2013,"90,957"
Bhutan,Asia,Charges for the use of intellectual property n.i.e.,31/12/2016,"37,000"
Bhutan,Asia,Charges for the use of intellectual property n.i.e.,31/12/2014,"6,000"
Bhutan,Asia,Charges for the use of intellectual property n.i.e.,31/12/2019,"5,000"
Bhutan,Asia,Charges for the use of intellectual property n.i.e.,31/12/2020,"14,000"
Bhutan,Asia,Charges for the use of intellectual property n.i.e.,31/12/2013,"15,779"
Bhutan,Asia,Charges for the use of intellectual property n.i.e.,31/12/2017,"22,000"
Bhutan,Asia,Charges for the use of intellectual property n.i.e.,31/12/2015,"13,000"
Bhutan,Asia,Charges for the use of intellectual property n.i.e.,31/12/2018,"11,000"
Bhutan,Asia,Telecommunications services,31/12/2020,"967,000"
Bhutan,Asia,Telecommunications services,31/12/2016,"922,000"
Bhutan,Asia,Telecommunications services,31/12/2015,"397,000"
Bhutan,Asia,Telecommunications services,31/12/2018,"426,000"
Bhutan,Asia,Telecommunications services,31/12/2019,"1,054,000"
Bhutan,Asia,Telecommunications services,31/12/2014,"432,000"
Bhutan,Asia,Telecommunications services,31/12/2017,"412,000"
Bhutan,Asia,Telecommunications services,31/12/2013,"583,591"
Bhutan,Asia,Computer services,31/12/2020,"811,000"
Bhutan,Asia,Computer services,31/12/2014,0
Bhutan,Asia,Computer services,31/12/2018,"820,000"
Bhutan,Asia,Computer services,31/12/2015,0
Bhutan,Asia,Computer services,31/12/2019,"1,320,000"
Bhutan,Asia,Computer services,31/12/2016,0
Bhutan,Asia,Computer services,31/12/2017,0
Bhutan,Asia,"Technical, trade-related, and other business services",31/12/2015,"11,000"
Bhutan,Asia,"Technical, trade-related, and other business services",31/12/2017,0
Bhutan,Asia,"Technical, trade-related, and other business services",31/12/2018,0
Bhutan,Asia,"Technical, trade-related, and other business services",31/12/2019,"12,000"
Bhutan,Asia,"Technical, trade-related, and other business services",31/12/2020,"468,000"
Bhutan,Asia,"Technical, trade-related, and other business services",31/12/2013,0
Bhutan,Asia,"Technical, trade-related, and other business services",31/12/2014,"31,000"
Bhutan,Asia,"Technical, trade-related, and other business services",31/12/2016,0
Bhutan,Asia,"Personal, cultural, and recreational services",31/12/2016,0
Bhutan,Asia,"Personal, cultural, and recreational services",31/12/2015,0
Bhutan,Asia,"Personal, cultural, and recreational services",31/12/2017,0
Bhutan,Asia,"Personal, cultural, and recreational services",31/12/2018,0
Bhutan,Asia,"Personal, cultural, and recreational services",31/12/2020,0
Bhutan,Asia,"Personal, cultural, and recreational services",31/12/2019,0
Bhutan,Asia,"Personal, cultural, and recreational services",31/12/2014,0
Bolivia,South America,Manufacturing services on physical inputs owned by others,31/12/2019,"11,914,000"
Bolivia,South America,Manufacturing services on physical inputs owned by others,31/12/2021,"10,964,000"
Bolivia,South America,Manufacturing services on physical inputs owned by others,31/12/2020,"12,822,000"
Bolivia,South America,Manufacturing services on physical inputs owned by others,31/12/2014,"81,119,000"
Bolivia,South America,Manufacturing services on physical inputs owned by others,31/12/2017,"74,642,000"
Bolivia,South America,Manufacturing services on physical inputs owned by others,31/12/2018,"29,954,000"
Bolivia,South America,Manufacturing services on physical inputs owned by others,31/12/2013,"115,885,000"
Bolivia,South America,Manufacturing services on physical inputs owned by others,31/12/2016,"70,094,000"
Bolivia,South America,Manufacturing services on physical inputs owned by others,31/12/2015,"88,217,000"
Bolivia,South America,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2016,"70,094,000"
Bolivia,South America,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2021,"10,964,000"
Bolivia,South America,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2018,"29,954,000"
Bolivia,South America,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2014,"81,119,000"
Bolivia,South America,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2013,"115,885,000"
Bolivia,South America,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2015,"88,217,000"
Bolivia,South America,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2020,"12,822,000"
Bolivia,South America,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2019,"11,914,000"
Bolivia,South America,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2017,"74,642,000"
Bolivia,South America,"Goods for processing abroad - Goods sent , Goods returned",31/12/2020,0
Bolivia,South America,"Goods for processing abroad - Goods sent , Goods returned",31/12/2021,0
Bolivia,South America,"Goods for processing abroad - Goods sent , Goods returned",31/12/2017,0
Bolivia,South America,"Goods for processing abroad - Goods sent , Goods returned",31/12/2016,0
Bolivia,South America,"Goods for processing abroad - Goods sent , Goods returned",31/12/2019,0
Bolivia,South America,"Goods for processing abroad - Goods sent , Goods returned",31/12/2018,0
Bolivia,South America,"Goods for processing abroad - Goods sent , Goods returned",31/12/2015,0
Bolivia,South America,Maintenance and repair services n.i.e.,31/12/2021,"19,000"
Bolivia,South America,Maintenance and repair services n.i.e.,31/12/2020,0
Bolivia,South America,Maintenance and repair services n.i.e.,31/12/2019,0
Bolivia,South America,Maintenance and repair services n.i.e.,31/12/2017,"28,000"
Bolivia,South America,Maintenance and repair services n.i.e.,31/12/2016,0
Bolivia,South America,Maintenance and repair services n.i.e.,31/12/2013,0
Bolivia,South America,Maintenance and repair services n.i.e.,31/12/2015,0
Bolivia,South America,Maintenance and repair services n.i.e.,31/12/2018,"29,000"
Bolivia,South America,Transport,31/12/2016,"298,558,000"
Bolivia,South America,Transport,31/12/2019,"452,976,000"
Bolivia,South America,Transport,31/12/2021,"192,631,000"
Bolivia,South America,Transport,31/12/2020,"141,240,000"
Bolivia,South America,Transport,31/12/2015,"303,620,000"
Bolivia,South America,Transport,31/12/2018,"445,985,000"
Bolivia,South America,Transport,31/12/2017,"419,228,000"
Bolivia,South America,Transport,31/12/2014,"295,934,000"
Bolivia,South America,Transport,31/12/2013,"251,606,000"
Bolivia,South America,Sea transport,31/12/2017,0
Bolivia,South America,Sea transport,31/12/2018,0
Bolivia,South America,Sea transport,31/12/2013,0
Bolivia,South America,Sea transport,31/12/2019,0
Bolivia,South America,Sea transport,31/12/2020,0
Bolivia,South America,Sea transport,31/12/2016,0
Bolivia,South America,Sea transport,31/12/2015,0
Bolivia,South America,Sea transport,31/12/2021,"18,000"
Bolivia,South America,Sea transport,31/12/2014,0
Bolivia,South America,Passenger (Sea),31/12/2021,0
Bolivia,South America,Passenger (Sea),31/12/2020,0
Bolivia,South America,Passenger (Sea),31/12/2018,0
Bolivia,South America,Passenger (Sea),31/12/2017,0
Bolivia,South America,Passenger (Sea),31/12/2019,0
Bolivia,South America,Passenger (Sea),31/12/2016,0
Bolivia,South America,Freight (Sea),31/12/2021,0
Bolivia,South America,Freight (Sea),31/12/2020,0
Bolivia,South America,Freight (Sea),31/12/2017,0
Bolivia,South America,Freight (Sea),31/12/2018,0
Bolivia,South America,Freight (Sea),31/12/2014,0
Bolivia,South America,Freight (Sea),31/12/2015,0
Bolivia,South America,Freight (Sea),31/12/2016,0
Bolivia,South America,Freight (Sea),31/12/2019,0
Bolivia,South America,Air transport,31/12/2014,"107,761,000"
Bolivia,South America,Air transport,31/12/2015,"145,070,000"
Bolivia,South America,Air transport,31/12/2013,"95,907,300"
Bolivia,South America,Air transport,31/12/2016,"141,630,000"
Bolivia,South America,Air transport,31/12/2021,"90,811,000"
Bolivia,South America,Air transport,31/12/2020,"54,310,000"
Bolivia,South America,Air transport,31/12/2017,"183,830,000"
Bolivia,South America,Air transport,31/12/2018,"163,101,000"
Bolivia,South America,Air transport,31/12/2019,"172,322,000"
Bolivia,South America,Passenger (Air),31/12/2014,"64,842,000"
Bolivia,South America,Passenger (Air),31/12/2017,"103,571,000"
Bolivia,South America,Passenger (Air),31/12/2020,"43,727,000"
Bolivia,South America,Passenger (Air),31/12/2021,"74,113,000"
Bolivia,South America,Passenger (Air),31/12/2019,"106,292,000"
Bolivia,South America,Passenger (Air),31/12/2016,"92,226,000"
Bolivia,South America,Passenger (Air),31/12/2013,"50,865,000"
Bolivia,South America,Passenger (Air),31/12/2018,"113,856,000"
Bolivia,South America,Passenger (Air),31/12/2015,"90,245,000"
Bolivia,South America,Freight (Air),31/12/2021,"870,000"
Bolivia,South America,Freight (Air),31/12/2018,0
Bolivia,South America,Freight (Air),31/12/2020,0
Bolivia,South America,Freight (Air),31/12/2017,0
Bolivia,South America,Freight (Air),31/12/2019,0
Bolivia,South America,Postal and courier services,31/12/2014,"12,710,000"
Bolivia,South America,Postal and courier services,31/12/2015,"5,974,000"
Bolivia,South America,Postal and courier services,31/12/2016,"6,732,000"
Bolivia,South America,Postal and courier services,31/12/2019,"3,855,000"
Bolivia,South America,Postal and courier services,31/12/2017,"8,157,000"
Bolivia,South America,Postal and courier services,31/12/2018,"6,257,000"
Bolivia,South America,Postal and courier services,31/12/2021,"3,967,000"
Bolivia,South America,Postal and courier services,31/12/2020,"2,784,000"
Bolivia,South America,Postal and courier services,31/12/2013,"5,631,000"
Bolivia,South America,Travel,31/12/2016,"713,060,000"
Bolivia,South America,Travel,31/12/2015,"699,450,000"
Bolivia,South America,Travel,31/12/2014,"658,009,000"
Bolivia,South America,Travel,31/12/2019,"837,290,000"
Bolivia,South America,Travel,31/12/2013,"573,762,000"
Bolivia,South America,Travel,31/12/2018,"815,468,000"
Bolivia,South America,Travel,31/12/2021,"120,510,000"
Bolivia,South America,Travel,31/12/2020,"191,305,000"
Bolivia,South America,Travel,31/12/2017,"802,567,000"
Bolivia,South America,Goods (travel),31/12/2021,0
Bolivia,South America,Local transport services,31/12/2021,0
Bolivia,South America,Accommodation services,31/12/2021,0
Bolivia,South America,Food-serving services,31/12/2021,0
Bolivia,South America,Business,31/12/2017,"160,513,000"
Bolivia,South America,Business,31/12/2020,"28,696,000"
Bolivia,South America,Business,31/12/2014,"168,709,000"
Bolivia,South America,Business,31/12/2021,"15,425,000"
Bolivia,South America,Business,31/12/2019,"125,594,000"
Bolivia,South America,Business,31/12/2013,"172,129,000"
Bolivia,South America,Business,31/12/2015,"180,018,000"
Bolivia,South America,Business,31/12/2018,"163,094,000"
Bolivia,South America,Business,31/12/2016,"144,244,000"
Bolivia,South America,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2014,"5,609,000"
Bolivia,South America,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2017,0
Bolivia,South America,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2021,0
Bolivia,South America,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2020,0
Bolivia,South America,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2019,0
Bolivia,South America,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2015,"3,448,000"
Bolivia,South America,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2016,0
Bolivia,South America,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2018,0
Bolivia,South America,Personal,31/12/2018,"652,374,000"
Bolivia,South America,Personal,31/12/2017,"642,054,000"
Bolivia,South America,Personal,31/12/2014,"489,300,000"
Bolivia,South America,Personal,31/12/2019,"711,697,000"
Bolivia,South America,Personal,31/12/2016,"568,816,000"
Bolivia,South America,Personal,31/12/2020,"162,609,000"
Bolivia,South America,Personal,31/12/2015,"519,433,000"
Bolivia,South America,Personal,31/12/2021,"105,085,000"
Bolivia,South America,Personal,31/12/2013,"401,633,000"
Bolivia,South America,Health-related,31/12/2020,0
Bolivia,South America,Health-related,31/12/2021,0
Bolivia,South America,Health-related,31/12/2019,0
Bolivia,South America,Health-related,31/12/2018,0
Bolivia,South America,Health-related,31/12/2017,0
Bolivia,South America,Education-related,31/12/2021,0
Bolivia,South America,Education-related,31/12/2020,0
Bolivia,South America,Education-related,31/12/2019,0
Bolivia,South America,Education-related,31/12/2018,0
Bolivia,South America,Education-related,31/12/2017,0
Bolivia,South America,Tourism-related services in travel and passenger transport,31/12/2018,0
Bolivia,South America,Tourism-related services in travel and passenger transport,31/12/2017,0
Bolivia,South America,Tourism-related services in travel and passenger transport,31/12/2020,0
Bolivia,South America,Tourism-related services in travel and passenger transport,31/12/2021,0
Bolivia,South America,Tourism-related services in travel and passenger transport,31/12/2019,0
Bolivia,South America,Construction,31/12/2019,"1,570,000"
Bolivia,South America,Construction,31/12/2015,"1,369,000"
Bolivia,South America,Construction,31/12/2016,"724,000"
Bolivia,South America,Construction,31/12/2020,"765,000"
Bolivia,South America,Construction,31/12/2021,0
Bolivia,South America,Construction,31/12/2014,"656,000"
Bolivia,South America,Construction,31/12/2017,"457,000"
Bolivia,South America,Construction,31/12/2018,"700,000"
Bolivia,South America,Construction,31/12/2013,"559,879"
Bolivia,South America,Insurance and pension services,31/12/2014,0
Bolivia,South America,Insurance and pension services,31/12/2015,0
Bolivia,South America,Insurance and pension services,31/12/2013,"107,587,000"
Bolivia,South America,Insurance and pension services,31/12/2016,"4,092,000"
Bolivia,South America,Insurance and pension services,31/12/2017,0
Bolivia,South America,Insurance and pension services,31/12/2018,0
Bolivia,South America,Insurance and pension services,31/12/2019,0
Bolivia,South America,Insurance and pension services,31/12/2021,0
Bolivia,South America,Insurance and pension services,31/12/2020,0
Bolivia,South America,Direct insurance,31/12/2015,0
Bolivia,South America,Direct insurance,31/12/2019,0
Bolivia,South America,Direct insurance,31/12/2018,0
Bolivia,South America,Direct insurance,31/12/2016,0
Bolivia,South America,Direct insurance,31/12/2014,0
Bolivia,South America,Direct insurance,31/12/2021,0
Bolivia,South America,Direct insurance,31/12/2020,0
Bolivia,South America,Direct insurance,31/12/2017,0
Bolivia,South America,Reinsurance,31/12/2014,0
Bolivia,South America,Reinsurance,31/12/2017,0
Bolivia,South America,Reinsurance,31/12/2019,0
Bolivia,South America,Reinsurance,31/12/2015,0
Bolivia,South America,Reinsurance,31/12/2016,"4,092,000"
Bolivia,South America,Reinsurance,31/12/2021,0
Bolivia,South America,Reinsurance,31/12/2020,0
Bolivia,South America,Reinsurance,31/12/2018,0
Bolivia,South America,Reinsurance,31/12/2013,"107,587,000"
Bolivia,South America,Auxiliary insurance services,31/12/2019,0
Bolivia,South America,Auxiliary insurance services,31/12/2020,0
Bolivia,South America,Auxiliary insurance services,31/12/2021,0
Bolivia,South America,Auxiliary insurance services,31/12/2018,0
Bolivia,South America,Auxiliary insurance services,31/12/2017,0
Bolivia,South America,Pension and standardized guaranteed services,31/12/2017,0
Bolivia,South America,Pension and standardized guaranteed services,31/12/2018,0
Bolivia,South America,Pension and standardized guaranteed services,31/12/2020,0
Bolivia,South America,Pension and standardized guaranteed services,31/12/2019,0
Bolivia,South America,Pension and standardized guaranteed services,31/12/2021,0
Bolivia,South America,Financial services,31/12/2021,"2,241,000"
Bolivia,South America,Financial services,31/12/2019,"6,509,000"
Bolivia,South America,Financial services,31/12/2016,"3,643,000"
Bolivia,South America,Financial services,31/12/2017,"4,505,000"
Bolivia,South America,Financial services,31/12/2013,"4,275,000"
Bolivia,South America,Financial services,31/12/2018,"6,533,000"
Bolivia,South America,Financial services,31/12/2020,"1,590,000"
Bolivia,South America,Financial services,31/12/2015,"2,809,000"
Bolivia,South America,Financial services,31/12/2014,"2,440,000"
Bolivia,South America,Explicitly charged and other financial services,31/12/2015,"2,809,000"
Bolivia,South America,Explicitly charged and other financial services,31/12/2014,"2,440,000"
Bolivia,South America,Explicitly charged and other financial services,31/12/2018,"6,533,000"
Bolivia,South America,Explicitly charged and other financial services,31/12/2016,"3,643,000"
Bolivia,South America,Explicitly charged and other financial services,31/12/2019,"6,509,000"
Bolivia,South America,Explicitly charged and other financial services,31/12/2021,"2,241,000"
Bolivia,South America,Explicitly charged and other financial services,31/12/2017,"4,505,000"
Bolivia,South America,Explicitly charged and other financial services,31/12/2013,"4,275,000"
Bolivia,South America,Explicitly charged and other financial services,31/12/2020,"1,590,000"
Bolivia,South America,Financial intermediation services indirectly measured (FISIM),31/12/2017,0
Bolivia,South America,Financial intermediation services indirectly measured (FISIM),31/12/2018,0
Bolivia,South America,Financial intermediation services indirectly measured (FISIM),31/12/2021,0
Bolivia,South America,Financial intermediation services indirectly measured (FISIM),31/12/2020,0
Bolivia,South America,Financial intermediation services indirectly measured (FISIM),31/12/2019,0
Bolivia,South America,Charges for the use of intellectual property n.i.e.,31/12/2019,"6,959,000"
Bolivia,South America,Charges for the use of intellectual property n.i.e.,31/12/2015,"22,344,000"
Bolivia,South America,Charges for the use of intellectual property n.i.e.,31/12/2021,"2,626,000"
Bolivia,South America,Charges for the use of intellectual property n.i.e.,31/12/2013,"17,906,000"
Bolivia,South America,Charges for the use of intellectual property n.i.e.,31/12/2014,"18,938,000"
Bolivia,South America,Charges for the use of intellectual property n.i.e.,31/12/2017,"24,482,000"
Bolivia,South America,Charges for the use of intellectual property n.i.e.,31/12/2018,"10,111,000"
Bolivia,South America,Charges for the use of intellectual property n.i.e.,31/12/2020,"5,833,000"
Bolivia,South America,Charges for the use of intellectual property n.i.e.,31/12/2016,"24,183,000"
Bolivia,South America,Telecommunications services,31/12/2021,"20,683,000"
Bolivia,South America,Telecommunications services,31/12/2020,"15,612,000"
Bolivia,South America,Telecommunications services,31/12/2019,"11,567,000"
Bolivia,South America,Telecommunications services,31/12/2014,"67,762,000"
Bolivia,South America,Telecommunications services,31/12/2016,"36,136,000"
Bolivia,South America,Telecommunications services,31/12/2018,"28,385,000"
Bolivia,South America,Telecommunications services,31/12/2017,"29,791,000"
Bolivia,South America,Telecommunications services,31/12/2015,"54,789,000"
Bolivia,South America,Telecommunications services,31/12/2013,"74,538,000"
Bolivia,South America,Computer services,31/12/2020,"31,337,000"
Bolivia,South America,Computer services,31/12/2014,"16,173,000"
Bolivia,South America,Computer services,31/12/2019,"30,332,000"
Bolivia,South America,Computer services,31/12/2021,"35,644,000"
Bolivia,South America,Computer services,31/12/2015,"21,503,000"
Bolivia,South America,Computer services,31/12/2017,"35,988,000"
Bolivia,South America,Computer services,31/12/2018,"54,168,000"
Bolivia,South America,Computer services,31/12/2016,"27,509,000"
Bolivia,South America,Computer services,31/12/2013,"18,514,000"
Bolivia,South America,Information services,31/12/2017,"5,856,000"
Bolivia,South America,Information services,31/12/2020,"2,487,000"
Bolivia,South America,Information services,31/12/2021,"722,000"
Bolivia,South America,Information services,31/12/2019,"1,957,000"
Bolivia,South America,Information services,31/12/2015,"3,898,000"
Bolivia,South America,Information services,31/12/2018,"2,977,000"
Bolivia,South America,Information services,31/12/2016,"5,226,000"
Bolivia,South America,Information services,31/12/2014,"4,815,000"
Bolivia,South America,Information services,31/12/2013,"7,398,000"
Bolivia,South America,Research and development services,31/12/2014,0
Bolivia,South America,Research and development services,31/12/2017,"1,465,000"
Bolivia,South America,Research and development services,31/12/2018,"2,746,000"
Bolivia,South America,Research and development services,31/12/2016,"774,000"
Bolivia,South America,Research and development services,31/12/2021,"37,000"
Bolivia,South America,Research and development services,31/12/2015,"647,000"
Bolivia,South America,Research and development services,31/12/2019,"692,000"
Bolivia,South America,Research and development services,31/12/2020,"371,000"
Bolivia,South America,Professional and management consulting services,31/12/2020,"7,234,000"
Bolivia,South America,Professional and management consulting services,31/12/2019,"22,255,000"
Bolivia,South America,Professional and management consulting services,31/12/2017,"7,849,000"
Bolivia,South America,Professional and management consulting services,31/12/2021,"2,709,000"
Bolivia,South America,Professional and management consulting services,31/12/2016,"7,400,000"
Bolivia,South America,Professional and management consulting services,31/12/2014,"8,025,000"
Bolivia,South America,Professional and management consulting services,31/12/2015,"4,840,000"
Bolivia,South America,Professional and management consulting services,31/12/2018,"5,988,000"
